,Date,Buy_Conditions_Met,Buy_Signal,Sell_Conditions_Met,Sell_Signal,symbol_with_date,SYMBOL
9,2023-10-17,0,False,0,False,2023-10-17,00893.TW
10,2023-10-18,0,False,0,False,2023-10-18,00893.TW
11,2023-10-19,0,False,0,False,2023-10-19,00893.TW
12,2023-10-20,0,False,0,False,2023-10-20,00893.TW
13,2023-10-23,0,False,0,False,2023-10-23,00893.TW
14,2023-10-24,0,False,0,False,2023-10-24,00893.TW
15,2023-10-25,1,False,0,False,2023-10-25,00893.TW
16,2023-10-26,1,False,0,False,2023-10-26,00893.TW
17,2023-10-27,0,False,0,False,2023-10-27,00893.TW
18,2023-10-30,0,False,0,False,2023-10-30,00893.TW
19,2023-10-31,1,False,0,False,2023-10-31,00893.TW
20,2023-11-01,0,False,0,False,2023-11-01,00893.TW
21,2023-11-02,0,False,0,False,2023-11-02,00893.TW
22,2023-11-03,0,False,0,False,2023-11-03,00893.TW
23,2023-11-06,0,False,0,False,2023-11-06,00893.TW
24,2023-11-07,0,False,0,False,2023-11-07,00893.TW
25,2023-11-08,0,False,0,False,2023-11-08,00893.TW
26,2023-11-09,0,False,1,False,2023-11-09,00893.TW
27,2023-11-10,0,False,0,False,2023-11-10,00893.TW
28,2023-11-13,0,False,0,False,2023-11-13,00893.TW
29,2023-11-14,0,False,0,False,2023-11-14,00893.TW
30,2023-11-15,0,False,0,False,2023-11-15,00893.TW
31,2023-11-16,0,False,0,False,2023-11-16,00893.TW
32,2023-11-17,0,False,1,False,2023-11-17,00893.TW
33,2023-11-20,0,False,0,False,2023-11-20,00893.TW
34,2023-11-21,0,False,0,False,2023-11-21,00893.TW
35,2023-11-22,0,False,0,False,2023-11-22,00893.TW
36,2023-11-23,0,False,0,False,2023-11-23,00893.TW
37,2023-11-24,0,False,0,False,2023-11-24,00893.TW
38,2023-11-27,0,False,0,False,2023-11-27,00893.TW
39,2023-11-28,0,False,0,False,2023-11-28,00893.TW
40,2023-11-29,0,False,0,False,2023-11-29,00893.TW
41,2023-11-30,0,False,0,False,2023-11-30,00893.TW
42,2023-12-01,1,False,0,False,2023-12-01,00893.TW
43,2023-12-04,0,False,0,False,2023-12-04,00893.TW
44,2023-12-05,0,False,1,False,2023-12-05,00893.TW
45,2023-12-06,0,False,0,False,2023-12-06,00893.TW
46,2023-12-07,0,False,0,False,2023-12-07,00893.TW
47,2023-12-08,1,False,0,False,2023-12-08,00893.TW
48,2023-12-11,0,False,0,False,2023-12-11,00893.TW
49,2023-12-12,0,False,0,False,2023-12-12,00893.TW
50,2023-12-13,0,False,0,False,2023-12-13,00893.TW
51,2023-12-14,0,False,0,False,2023-12-14,00893.TW
52,2023-12-15,0,False,0,False,2023-12-15,00893.TW
53,2023-12-18,0,False,0,False,2023-12-18,00893.TW
54,2023-12-19,0,False,0,False,2023-12-19,00893.TW
55,2023-12-20,0,False,1,False,2023-12-20,00893.TW
56,2023-12-21,0,False,1,False,2023-12-21,00893.TW
57,2023-12-22,0,False,0,False,2023-12-22,00893.TW
58,2023-12-25,0,False,0,False,2023-12-25,00893.TW
59,2023-12-26,0,False,0,False,2023-12-26,00893.TW
60,2023-12-27,0,False,0,False,2023-12-27,00893.TW
61,2023-12-28,0,False,0,False,2023-12-28,00893.TW
62,2023-12-29,0,False,0,False,2023-12-29,00893.TW
63,2024-01-02,0,False,0,False,2024-01-02,00893.TW
64,2024-01-03,0,False,1,False,2024-01-03,00893.TW
65,2024-01-04,0,False,0,False,2024-01-04,00893.TW
66,2024-01-05,0,False,0,False,2024-01-05,00893.TW
67,2024-01-08,0,False,0,False,2024-01-08,00893.TW
68,2024-01-09,1,False,0,False,2024-01-09,00893.TW
69,2024-01-10,0,False,0,False,2024-01-10,00893.TW
70,2024-01-11,0,False,0,False,2024-01-11,00893.TW
71,2024-01-12,0,False,0,False,2024-01-12,00893.TW
72,2024-01-15,0,False,0,False,2024-01-15,00893.TW
0,2023-10-02,0,False,0,False,2023-10-02,00894.TW
1,2023-10-03,0,False,0,False,2023-10-03,00894.TW
2,2023-10-04,0,False,0,False,2023-10-04,00894.TW
3,2023-10-05,0,False,0,False,2023-10-05,00894.TW
4,2023-10-06,0,False,0,False,2023-10-06,00894.TW
5,2023-10-11,0,False,0,False,2023-10-11,00894.TW
6,2023-10-12,0,False,0,False,2023-10-12,00894.TW
7,2023-10-13,0,False,0,False,2023-10-13,00894.TW
8,2023-10-16,0,False,0,False,2023-10-16,00894.TW
9,2023-10-17,0,False,0,False,2023-10-17,00894.TW
10,2023-10-18,0,False,0,False,2023-10-18,00894.TW
11,2023-10-19,0,False,0,False,2023-10-19,00894.TW
12,2023-10-20,0,False,0,False,2023-10-20,00894.TW
13,2023-10-23,0,False,0,False,2023-10-23,00894.TW
14,2023-10-24,0,False,0,False,2023-10-24,00894.TW
15,2023-10-25,0,False,0,False,2023-10-25,00894.TW
16,2023-10-26,0,False,0,False,2023-10-26,00894.TW
17,2023-10-27,0,False,0,False,2023-10-27,00894.TW
18,2023-10-30,1,False,0,False,2023-10-30,00894.TW
19,2023-10-31,0,False,0,False,2023-10-31,00894.TW
20,2023-11-01,0,False,0,False,2023-11-01,00894.TW
21,2023-11-02,0,False,0,False,2023-11-02,00894.TW
22,2023-11-03,0,False,0,False,2023-11-03,00894.TW
23,2023-11-06,0,False,0,False,2023-11-06,00894.TW
24,2023-11-07,0,False,0,False,2023-11-07,00894.TW
25,2023-11-08,0,False,0,False,2023-11-08,00894.TW
26,2023-11-09,0,False,0,False,2023-11-09,00894.TW
27,2023-11-10,0,False,1,False,2023-11-10,00894.TW
28,2023-11-13,0,False,0,False,2023-11-13,00894.TW
29,2023-11-14,0,False,0,False,2023-11-14,00894.TW
30,2023-11-15,0,False,0,False,2023-11-15,00894.TW
31,2023-11-16,0,False,0,False,2023-11-16,00894.TW
32,2023-11-17,0,False,0,False,2023-11-17,00894.TW
33,2023-11-20,0,False,0,False,2023-11-20,00894.TW
34,2023-11-21,0,False,0,False,2023-11-21,00894.TW
35,2023-11-22,0,False,0,False,2023-11-22,00894.TW
36,2023-11-23,0,False,0,False,2023-11-23,00894.TW
37,2023-11-24,0,False,0,False,2023-11-24,00894.TW
38,2023-11-27,0,False,0,False,2023-11-27,00894.TW
39,2023-11-28,0,False,0,False,2023-11-28,00894.TW
40,2023-11-29,0,False,0,False,2023-11-29,00894.TW
41,2023-11-30,0,False,0,False,2023-11-30,00894.TW
42,2023-12-01,0,False,0,False,2023-12-01,00894.TW
43,2023-12-04,0,False,1,False,2023-12-04,00894.TW
44,2023-12-05,0,False,1,False,2023-12-05,00894.TW
45,2023-12-06,0,False,0,False,2023-12-06,00894.TW
46,2023-12-07,0,False,0,False,2023-12-07,00894.TW
47,2023-12-08,0,False,0,False,2023-12-08,00894.TW
48,2023-12-11,0,False,0,False,2023-12-11,00894.TW
49,2023-12-12,1,False,0,False,2023-12-12,00894.TW
50,2023-12-13,0,False,0,False,2023-12-13,00894.TW
51,2023-12-14,0,False,1,False,2023-12-14,00894.TW
52,2023-12-15,0,False,1,False,2023-12-15,00894.TW
53,2023-12-18,0,False,1,False,2023-12-18,00894.TW
54,2023-12-19,0,False,0,False,2023-12-19,00894.TW
55,2023-12-20,0,False,0,False,2023-12-20,00894.TW
56,2023-12-21,0,False,1,False,2023-12-21,00894.TW
57,2023-12-22,0,False,0,False,2023-12-22,00894.TW
58,2023-12-25,0,False,0,False,2023-12-25,00894.TW
59,2023-12-26,0,False,0,False,2023-12-26,00894.TW
60,2023-12-27,1,False,1,False,2023-12-27,00894.TW
61,2023-12-28,0,False,0,False,2023-12-28,00894.TW
62,2023-12-29,0,False,0,False,2023-12-29,00894.TW
63,2024-01-02,0,False,1,False,2024-01-02,00894.TW
64,2024-01-03,0,False,0,False,2024-01-03,00894.TW
65,2024-01-04,0,False,0,False,2024-01-04,00894.TW
66,2024-01-05,0,False,0,False,2024-01-05,00894.TW
67,2024-01-08,0,False,0,False,2024-01-08,00894.TW
68,2024-01-09,1,False,0,False,2024-01-09,00894.TW
69,2024-01-10,0,False,0,False,2024-01-10,00894.TW
70,2024-01-11,0,False,0,False,2024-01-11,00894.TW
71,2024-01-12,0,False,0,False,2024-01-12,00894.TW
72,2024-01-15,1,False,0,False,2024-01-15,00894.TW
0,2023-10-02,0,False,0,False,2023-10-02,00895.TW
1,2023-10-03,0,False,0,False,2023-10-03,00895.TW
2,2023-10-04,0,False,0,False,2023-10-04,00895.TW
3,2023-10-05,0,False,0,False,2023-10-05,00895.TW
4,2023-10-06,0,False,0,False,2023-10-06,00895.TW
5,2023-10-11,0,False,0,False,2023-10-11,00895.TW
6,2023-10-12,0,False,0,False,2023-10-12,00895.TW
7,2023-10-13,0,False,0,False,2023-10-13,00895.TW
8,2023-10-16,0,False,0,False,2023-10-16,00895.TW
9,2023-10-17,0,False,0,False,2023-10-17,00895.TW
10,2023-10-18,0,False,0,False,2023-10-18,00895.TW
11,2023-10-19,0,False,0,False,2023-10-19,00895.TW
12,2023-10-20,0,False,0,False,2023-10-20,00895.TW
13,2023-10-23,0,False,0,False,2023-10-23,00895.TW
14,2023-10-24,0,False,0,False,2023-10-24,00895.TW
15,2023-10-25,1,False,0,False,2023-10-25,00895.TW
16,2023-10-26,0,False,0,False,2023-10-26,00895.TW
17,2023-10-27,0,False,0,False,2023-10-27,00895.TW
18,2023-10-30,0,False,0,False,2023-10-30,00895.TW
19,2023-10-31,1,False,0,False,2023-10-31,00895.TW
20,2023-11-01,1,False,0,False,2023-11-01,00895.TW
21,2023-11-02,0,False,0,False,2023-11-02,00895.TW
22,2023-11-03,0,False,0,False,2023-11-03,00895.TW
23,2023-11-06,0,False,0,False,2023-11-06,00895.TW
24,2023-11-07,0,False,0,False,2023-11-07,00895.TW
25,2023-11-08,0,False,0,False,2023-11-08,00895.TW
26,2023-11-09,0,False,0,False,2023-11-09,00895.TW
27,2023-11-10,0,False,1,False,2023-11-10,00895.TW
28,2023-11-13,0,False,0,False,2023-11-13,00895.TW
29,2023-11-14,0,False,0,False,2023-11-14,00895.TW
30,2023-11-15,0,False,0,False,2023-11-15,00895.TW
31,2023-11-16,0,False,1,False,2023-11-16,00895.TW
32,2023-11-17,0,False,0,False,2023-11-17,00895.TW
33,2023-11-20,0,False,0,False,2023-11-20,00895.TW
34,2023-11-21,0,False,0,False,2023-11-21,00895.TW
35,2023-11-22,0,False,0,False,2023-11-22,00895.TW
36,2023-11-23,0,False,0,False,2023-11-23,00895.TW
37,2023-11-24,0,False,0,False,2023-11-24,00895.TW
38,2023-11-27,0,False,0,False,2023-11-27,00895.TW
39,2023-11-28,0,False,0,False,2023-11-28,00895.TW
40,2023-11-29,0,False,0,False,2023-11-29,00895.TW
41,2023-11-30,1,False,0,False,2023-11-30,00895.TW
42,2023-12-01,0,False,0,False,2023-12-01,00895.TW
43,2023-12-04,0,False,0,False,2023-12-04,00895.TW
44,2023-12-05,0,False,1,False,2023-12-05,00895.TW
45,2023-12-06,0,False,0,False,2023-12-06,00895.TW
46,2023-12-07,0,False,0,False,2023-12-07,00895.TW
47,2023-12-08,0,False,0,False,2023-12-08,00895.TW
48,2023-12-11,0,False,0,False,2023-12-11,00895.TW
49,2023-12-12,0,False,0,False,2023-12-12,00895.TW
50,2023-12-13,1,False,0,False,2023-12-13,00895.TW
51,2023-12-14,0,False,0,False,2023-12-14,00895.TW
52,2023-12-15,0,False,0,False,2023-12-15,00895.TW
53,2023-12-18,0,False,0,False,2023-12-18,00895.TW
54,2023-12-19,0,False,0,False,2023-12-19,00895.TW
55,2023-12-20,0,False,2,True,2023-12-20,00895.TW
56,2023-12-21,0,False,0,False,2023-12-21,00895.TW
57,2023-12-22,0,False,0,False,2023-12-22,00895.TW
58,2023-12-25,0,False,0,False,2023-12-25,00895.TW
59,2023-12-26,0,False,0,False,2023-12-26,00895.TW
60,2023-12-27,0,False,0,False,2023-12-27,00895.TW
61,2023-12-28,0,False,0,False,2023-12-28,00895.TW
62,2023-12-29,0,False,0,False,2023-12-29,00895.TW
63,2024-01-02,0,False,1,False,2024-01-02,00895.TW
64,2024-01-03,0,False,0,False,2024-01-03,00895.TW
65,2024-01-04,0,False,0,False,2024-01-04,00895.TW
66,2024-01-05,0,False,0,False,2024-01-05,00895.TW
67,2024-01-08,0,False,0,False,2024-01-08,00895.TW
68,2024-01-09,0,False,0,False,2024-01-09,00895.TW
69,2024-01-10,0,False,0,False,2024-01-10,00895.TW
70,2024-01-11,0,False,0,False,2024-01-11,00895.TW
71,2024-01-12,0,False,0,False,2024-01-12,00895.TW
72,2024-01-15,1,False,0,False,2024-01-15,00895.TW
0,2023-10-02,0,False,0,False,2023-10-02,00896.TW
1,2023-10-03,0,False,0,False,2023-10-03,00896.TW
2,2023-10-04,0,False,0,False,2023-10-04,00896.TW
3,2023-10-05,0,False,0,False,2023-10-05,00896.TW
4,2023-10-06,0,False,0,False,2023-10-06,00896.TW
5,2023-10-11,0,False,0,False,2023-10-11,00896.TW
6,2023-10-12,0,False,0,False,2023-10-12,00896.TW
7,2023-10-13,0,False,0,False,2023-10-13,00896.TW
8,2023-10-16,0,False,0,False,2023-10-16,00896.TW
9,2023-10-17,0,False,0,False,2023-10-17,00896.TW
10,2023-10-18,0,False,0,False,2023-10-18,00896.TW
11,2023-10-19,0,False,0,False,2023-10-19,00896.TW
12,2023-10-20,0,False,0,False,2023-10-20,00896.TW
13,2023-10-23,0,False,0,False,2023-10-23,00896.TW
14,2023-10-24,2,True,0,False,2023-10-24,00896.TW
15,2023-10-25,0,False,0,False,2023-10-25,00896.TW
16,2023-10-26,1,False,0,False,2023-10-26,00896.TW
17,2023-10-27,1,False,0,False,2023-10-27,00896.TW
18,2023-10-30,1,False,0,False,2023-10-30,00896.TW
19,2023-10-31,1,False,0,False,2023-10-31,00896.TW
20,2023-11-01,2,True,0,False,2023-11-01,00896.TW
21,2023-11-02,0,False,0,False,2023-11-02,00896.TW
22,2023-11-03,0,False,0,False,2023-11-03,00896.TW
23,2023-11-06,0,False,0,False,2023-11-06,00896.TW
24,2023-11-07,0,False,0,False,2023-11-07,00896.TW
25,2023-11-08,0,False,0,False,2023-11-08,00896.TW
26,2023-11-09,0,False,0,False,2023-11-09,00896.TW
27,2023-11-10,0,False,1,False,2023-11-10,00896.TW
28,2023-11-13,0,False,0,False,2023-11-13,00896.TW
29,2023-11-14,0,False,0,False,2023-11-14,00896.TW
30,2023-11-15,0,False,0,False,2023-11-15,00896.TW
31,2023-11-16,0,False,0,False,2023-11-16,00896.TW
32,2023-11-17,0,False,1,False,2023-11-17,00896.TW
33,2023-11-20,0,False,0,False,2023-11-20,00896.TW
34,2023-11-21,0,False,0,False,2023-11-21,00896.TW
35,2023-11-22,0,False,0,False,2023-11-22,00896.TW
36,2023-11-23,0,False,1,False,2023-11-23,00896.TW
37,2023-11-24,0,False,0,False,2023-11-24,00896.TW
38,2023-11-27,0,False,0,False,2023-11-27,00896.TW
39,2023-11-28,0,False,0,False,2023-11-28,00896.TW
40,2023-11-29,0,False,0,False,2023-11-29,00896.TW
41,2023-11-30,0,False,0,False,2023-11-30,00896.TW
42,2023-12-01,0,False,0,False,2023-12-01,00896.TW
43,2023-12-04,0,False,0,False,2023-12-04,00896.TW
44,2023-12-05,0,False,0,False,2023-12-05,00896.TW
45,2023-12-06,0,False,0,False,2023-12-06,00896.TW
46,2023-12-07,0,False,0,False,2023-12-07,00896.TW
47,2023-12-08,0,False,0,False,2023-12-08,00896.TW
48,2023-12-11,0,False,0,False,2023-12-11,00896.TW
49,2023-12-12,0,False,0,False,2023-12-12,00896.TW
50,2023-12-13,0,False,0,False,2023-12-13,00896.TW
51,2023-12-14,0,False,0,False,2023-12-14,00896.TW
52,2023-12-15,0,False,1,False,2023-12-15,00896.TW
53,2023-12-18,0,False,1,False,2023-12-18,00896.TW
54,2023-12-19,0,False,0,False,2023-12-19,00896.TW
55,2023-12-20,0,False,0,False,2023-12-20,00896.TW
56,2023-12-21,0,False,0,False,2023-12-21,00896.TW
57,2023-12-22,0,False,0,False,2023-12-22,00896.TW
58,2023-12-25,0,False,0,False,2023-12-25,00896.TW
59,2023-12-26,0,False,0,False,2023-12-26,00896.TW
60,2023-12-27,0,False,0,False,2023-12-27,00896.TW
61,2023-12-28,0,False,0,False,2023-12-28,00896.TW
62,2023-12-29,1,False,0,False,2023-12-29,00896.TW
63,2024-01-02,0,False,0,False,2024-01-02,00896.TW
64,2024-01-03,0,False,1,False,2024-01-03,00896.TW
65,2024-01-04,0,False,0,False,2024-01-04,00896.TW
66,2024-01-05,0,False,0,False,2024-01-05,00896.TW
67,2024-01-08,0,False,0,False,2024-01-08,00896.TW
68,2024-01-09,0,False,0,False,2024-01-09,00896.TW
69,2024-01-10,0,False,0,False,2024-01-10,00896.TW
70,2024-01-11,0,False,0,False,2024-01-11,00896.TW
71,2024-01-12,1,False,0,False,2024-01-12,00896.TW
72,2024-01-15,0,False,0,False,2024-01-15,00896.TW
0,2023-10-02,0,False,0,False,2023-10-02,00897.TW
1,2023-10-03,0,False,0,False,2023-10-03,00897.TW
2,2023-10-04,0,False,0,False,2023-10-04,00897.TW
3,2023-10-05,0,False,0,False,2023-10-05,00897.TW
4,2023-10-06,0,False,0,False,2023-10-06,00897.TW
5,2023-10-11,0,False,0,False,2023-10-11,00897.TW
6,2023-10-12,0,False,0,False,2023-10-12,00897.TW
7,2023-10-13,0,False,0,False,2023-10-13,00897.TW
8,2023-10-16,0,False,0,False,2023-10-16,00897.TW
9,2023-10-17,0,False,0,False,2023-10-17,00897.TW
10,2023-10-18,0,False,0,False,2023-10-18,00897.TW
11,2023-10-19,0,False,0,False,2023-10-19,00897.TW
12,2023-10-20,0,False,0,False,2023-10-20,00897.TW
13,2023-10-23,0,False,0,False,2023-10-23,00897.TW
14,2023-10-24,2,True,0,False,2023-10-24,00897.TW
15,2023-10-25,1,False,0,False,2023-10-25,00897.TW
16,2023-10-26,1,False,0,False,2023-10-26,00897.TW
17,2023-10-27,1,False,0,False,2023-10-27,00897.TW
18,2023-10-30,1,False,0,False,2023-10-30,00897.TW
19,2023-10-31,1,False,0,False,2023-10-31,00897.TW
20,2023-11-01,0,False,0,False,2023-11-01,00897.TW
21,2023-11-02,0,False,0,False,2023-11-02,00897.TW
22,2023-11-03,0,False,0,False,2023-11-03,00897.TW
23,2023-11-06,0,False,0,False,2023-11-06,00897.TW
24,2023-11-07,0,False,1,False,2023-11-07,00897.TW
25,2023-11-08,0,False,0,False,2023-11-08,00897.TW
26,2023-11-09,0,False,0,False,2023-11-09,00897.TW
27,2023-11-10,0,False,0,False,2023-11-10,00897.TW
28,2023-11-13,0,False,0,False,2023-11-13,00897.TW
29,2023-11-14,0,False,0,False,2023-11-14,00897.TW
30,2023-11-15,0,False,0,False,2023-11-15,00897.TW
31,2023-11-16,0,False,0,False,2023-11-16,00897.TW
32,2023-11-17,0,False,0,False,2023-11-17,00897.TW
33,2023-11-20,0,False,0,False,2023-11-20,00897.TW
34,2023-11-21,0,False,0,False,2023-11-21,00897.TW
35,2023-11-22,0,False,0,False,2023-11-22,00897.TW
36,2023-11-23,0,False,0,False,2023-11-23,00897.TW
37,2023-11-24,0,False,0,False,2023-11-24,00897.TW
38,2023-11-27,0,False,0,False,2023-11-27,00897.TW
39,2023-11-28,0,False,0,False,2023-11-28,00897.TW
40,2023-11-29,0,False,0,False,2023-11-29,00897.TW
41,2023-11-30,0,False,1,False,2023-11-30,00897.TW
42,2023-12-01,0,False,0,False,2023-12-01,00897.TW
43,2023-12-04,0,False,0,False,2023-12-04,00897.TW
44,2023-12-05,0,False,0,False,2023-12-05,00897.TW
45,2023-12-06,0,False,1,False,2023-12-06,00897.TW
46,2023-12-07,0,False,0,False,2023-12-07,00897.TW
47,2023-12-08,0,False,0,False,2023-12-08,00897.TW
48,2023-12-11,0,False,0,False,2023-12-11,00897.TW
49,2023-12-12,0,False,0,False,2023-12-12,00897.TW
50,2023-12-13,0,False,0,False,2023-12-13,00897.TW
51,2023-12-14,0,False,1,False,2023-12-14,00897.TW
52,2023-12-15,0,False,1,False,2023-12-15,00897.TW
53,2023-12-18,0,False,1,False,2023-12-18,00897.TW
54,2023-12-19,0,False,1,False,2023-12-19,00897.TW
55,2023-12-20,0,False,1,False,2023-12-20,00897.TW
56,2023-12-21,0,False,0,False,2023-12-21,00897.TW
57,2023-12-22,0,False,0,False,2023-12-22,00897.TW
58,2023-12-25,0,False,0,False,2023-12-25,00897.TW
59,2023-12-26,0,False,0,False,2023-12-26,00897.TW
60,2023-12-27,0,False,1,False,2023-12-27,00897.TW
61,2023-12-28,0,False,0,False,2023-12-28,00897.TW
62,2023-12-29,0,False,0,False,2023-12-29,00897.TW
63,2024-01-02,0,False,1,False,2024-01-02,00897.TW
64,2024-01-03,0,False,0,False,2024-01-03,00897.TW
65,2024-01-04,0,False,0,False,2024-01-04,00897.TW
66,2024-01-05,0,False,1,False,2024-01-05,00897.TW
67,2024-01-08,0,False,0,False,2024-01-08,00897.TW
68,2024-01-09,0,False,1,False,2024-01-09,00897.TW
69,2024-01-10,1,False,1,False,2024-01-10,00897.TW
70,2024-01-11,0,False,0,False,2024-01-11,00897.TW
71,2024-01-12,0,False,1,False,2024-01-12,00897.TW
72,2024-01-15,0,False,0,False,2024-01-15,00897.TW
0,2023-10-02,0,False,0,False,2023-10-02,00898.TW
1,2023-10-03,0,False,0,False,2023-10-03,00898.TW
2,2023-10-04,0,False,0,False,2023-10-04,00898.TW
3,2023-10-05,0,False,0,False,2023-10-05,00898.TW
4,2023-10-06,0,False,0,False,2023-10-06,00898.TW
5,2023-10-11,0,False,0,False,2023-10-11,00898.TW
6,2023-10-12,0,False,0,False,2023-10-12,00898.TW
7,2023-10-13,0,False,0,False,2023-10-13,00898.TW
8,2023-10-16,0,False,0,False,2023-10-16,00898.TW
9,2023-10-17,0,False,0,False,2023-10-17,00898.TW
10,2023-10-18,0,False,0,False,2023-10-18,00898.TW
11,2023-10-19,0,False,0,False,2023-10-19,00898.TW
12,2023-10-20,0,False,0,False,2023-10-20,00898.TW
13,2023-10-23,0,False,0,False,2023-10-23,00898.TW
14,2023-10-24,2,True,0,False,2023-10-24,00898.TW
15,2023-10-25,1,False,0,False,2023-10-25,00898.TW
16,2023-10-26,1,False,0,False,2023-10-26,00898.TW
17,2023-10-27,1,False,0,False,2023-10-27,00898.TW
18,2023-10-30,1,False,0,False,2023-10-30,00898.TW
19,2023-10-31,1,False,0,False,2023-10-31,00898.TW
20,2023-11-01,2,True,0,False,2023-11-01,00898.TW
21,2023-11-02,0,False,0,False,2023-11-02,00898.TW
22,2023-11-03,0,False,0,False,2023-11-03,00898.TW
23,2023-11-06,0,False,0,False,2023-11-06,00898.TW
24,2023-11-07,0,False,0,False,2023-11-07,00898.TW
25,2023-11-08,0,False,0,False,2023-11-08,00898.TW
26,2023-11-09,0,False,1,False,2023-11-09,00898.TW
27,2023-11-10,0,False,0,False,2023-11-10,00898.TW
28,2023-11-13,0,False,0,False,2023-11-13,00898.TW
29,2023-11-14,0,False,0,False,2023-11-14,00898.TW
30,2023-11-15,0,False,0,False,2023-11-15,00898.TW
31,2023-11-16,0,False,0,False,2023-11-16,00898.TW
32,2023-11-17,0,False,0,False,2023-11-17,00898.TW
33,2023-11-20,0,False,0,False,2023-11-20,00898.TW
34,2023-11-21,0,False,0,False,2023-11-21,00898.TW
35,2023-11-22,0,False,0,False,2023-11-22,00898.TW
36,2023-11-23,0,False,0,False,2023-11-23,00898.TW
37,2023-11-24,0,False,0,False,2023-11-24,00898.TW
38,2023-11-27,0,False,0,False,2023-11-27,00898.TW
39,2023-11-28,0,False,1,False,2023-11-28,00898.TW
40,2023-11-29,0,False,0,False,2023-11-29,00898.TW
41,2023-11-30,0,False,0,False,2023-11-30,00898.TW
42,2023-12-01,0,False,0,False,2023-12-01,00898.TW
43,2023-12-04,0,False,0,False,2023-12-04,00898.TW
44,2023-12-05,0,False,0,False,2023-12-05,00898.TW
45,2023-12-06,0,False,0,False,2023-12-06,00898.TW
46,2023-12-07,0,False,0,False,2023-12-07,00898.TW
47,2023-12-08,0,False,1,False,2023-12-08,00898.TW
48,2023-12-11,0,False,0,False,2023-12-11,00898.TW
49,2023-12-12,0,False,0,False,2023-12-12,00898.TW
50,2023-12-13,0,False,0,False,2023-12-13,00898.TW
51,2023-12-14,0,False,1,False,2023-12-14,00898.TW
52,2023-12-15,0,False,1,False,2023-12-15,00898.TW
53,2023-12-18,0,False,1,False,2023-12-18,00898.TW
54,2023-12-19,0,False,1,False,2023-12-19,00898.TW
55,2023-12-20,0,False,1,False,2023-12-20,00898.TW
56,2023-12-21,0,False,0,False,2023-12-21,00898.TW
57,2023-12-22,0,False,0,False,2023-12-22,00898.TW
58,2023-12-25,0,False,0,False,2023-12-25,00898.TW
59,2023-12-26,0,False,0,False,2023-12-26,00898.TW
60,2023-12-27,0,False,0,False,2023-12-27,00898.TW
61,2023-12-28,0,False,0,False,2023-12-28,00898.TW
62,2023-12-29,0,False,0,False,2023-12-29,00898.TW
63,2024-01-02,0,False,0,False,2024-01-02,00898.TW
64,2024-01-03,0,False,0,False,2024-01-03,00898.TW
65,2024-01-04,0,False,1,False,2024-01-04,00898.TW
66,2024-01-05,0,False,0,False,2024-01-05,00898.TW
67,2024-01-08,0,False,0,False,2024-01-08,00898.TW
68,2024-01-09,0,False,0,False,2024-01-09,00898.TW
69,2024-01-10,0,False,0,False,2024-01-10,00898.TW
70,2024-01-11,0,False,0,False,2024-01-11,00898.TW
71,2024-01-12,0,False,0,False,2024-01-12,00898.TW
72,2024-01-15,0,False,0,False,2024-01-15,00898.TW
0,2023-10-02,0,False,0,False,2023-10-02,00899.TW
1,2023-10-03,0,False,0,False,2023-10-03,00899.TW
2,2023-10-04,0,False,0,False,2023-10-04,00899.TW
3,2023-10-05,0,False,0,False,2023-10-05,00899.TW
4,2023-10-06,0,False,0,False,2023-10-06,00899.TW
5,2023-10-11,0,False,0,False,2023-10-11,00899.TW
6,2023-10-12,0,False,0,False,2023-10-12,00899.TW
7,2023-10-13,0,False,0,False,2023-10-13,00899.TW
8,2023-10-16,0,False,0,False,2023-10-16,00899.TW
9,2023-10-17,0,False,0,False,2023-10-17,00899.TW
10,2023-10-18,0,False,0,False,2023-10-18,00899.TW
11,2023-10-19,0,False,0,False,2023-10-19,00899.TW
12,2023-10-20,0,False,0,False,2023-10-20,00899.TW
13,2023-10-23,0,False,0,False,2023-10-23,00899.TW
14,2023-10-24,1,False,0,False,2023-10-24,00899.TW
15,2023-10-25,2,True,0,False,2023-10-25,00899.TW
16,2023-10-26,1,False,0,False,2023-10-26,00899.TW
17,2023-10-27,0,False,0,False,2023-10-27,00899.TW
18,2023-10-30,1,False,0,False,2023-10-30,00899.TW
19,2023-10-31,1,False,0,False,2023-10-31,00899.TW
20,2023-11-01,0,False,0,False,2023-11-01,00899.TW
21,2023-11-02,1,False,0,False,2023-11-02,00899.TW
22,2023-11-03,0,False,0,False,2023-11-03,00899.TW
23,2023-11-06,0,False,0,False,2023-11-06,00899.TW
24,2023-11-07,0,False,0,False,2023-11-07,00899.TW
25,2023-11-08,0,False,0,False,2023-11-08,00899.TW
26,2023-11-09,0,False,0,False,2023-11-09,00899.TW
27,2023-11-10,0,False,0,False,2023-11-10,00899.TW
28,2023-11-13,0,False,0,False,2023-11-13,00899.TW
29,2023-11-14,0,False,0,False,2023-11-14,00899.TW
30,2023-11-15,0,False,0,False,2023-11-15,00899.TW
31,2023-11-16,0,False,0,False,2023-11-16,00899.TW
32,2023-11-17,0,False,0,False,2023-11-17,00899.TW
33,2023-11-20,0,False,0,False,2023-11-20,00899.TW
34,2023-11-21,0,False,1,False,2023-11-21,00899.TW
